"SeriousDlqin2yrs","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30_59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60_89DaysPastDueNotWorse","NumberOfDependents"
"0",0.957151019,40,0,0.115002463223182,7.86365126544865,4,0,0,0,1
"0",0.65818014,38,1,0.081684474620958,8.02059914989697,2,1,0,0,0
"0",0.9072394,49,1,0.0246201172797232,11.0601957783948,7,0,1,0,0
"0",0.213178682,74,0,0.318895065716093,8.16080392095467,3,0,1,0,1
"0",0.754463648,39,0,0.190570785652609,8.16080392095467,8,0,0,0,0
"0",0.189169052,57,0,0.473927732994787,10.0725972153579,9,0,4,0,2
"0",0.644225962,30,0,0.269627217561199,7.82444593087762,5,0,0,0,0
"0",0.010351857,46,0,0.261097366136749,9.42987742769628,13,0,2,0,2
"0",0.221812771,43,0,0.423886284254327,8.0959035329611,7,0,1,0,2
"0",0.200923382,43,0,0.357706847942615,9.41743583886879,10,0,2,0,0
"1",0.025655677,38,0,0.389228258344199,8.00670084544037,7,0,1,0,2
"0",0.075426584,32,0,0.0820519391999273,8.97676762517143,6,0,0,0,0
"0",0.04656027,58,0,0.216418464525288,7.79028238070348,9,0,1,0,0
"1",0.392248482,50,0,0.95368414884589,8.45041215772589,14,0,3,0,1
"0",0.392994586,58,2,0.361932865709655,8.61268517287546,15,0,1,0,0
"0",0.9999999,24,0,0.387099530601147,6.62140565176413,1,0,0,0,0
"0",0.186868556,57,0,0.272933073482859,8.8538082749772,9,0,2,0,0
"0",0.881836362,50,3,0.449710378926261,8.29429960885724,9,0,1,0,1
"0",0.9999999,75,1,0.125820172944875,8.1318247850072,1,0,1,0,1
"0",0.304490668,52,0,0.592409559506378,8.16080392095467,10,0,2,0,0
"0",0.718705378,28,0,0.157111105439898,8.20576472523446,4,0,0,0,1
"0",0.000602723,70,0,0.163637284505624,9.7291936874294,12,0,1,0,2
"0",0.140110634,31,0,0.524355965458988,7.56941179245071,4,0,2,0,0
"0",0.834048027,38,0,0.331934833875374,9.47278155656217,13,0,2,0,2
"0",7.96e-05,70,0,0.228202462218692,8.8394216076206,21,1,1,0,0
"1",0.728150491,31,0,0.601429341167388,8.00670084544037,10,0,2,0,1
"0",0.992015968,29,0,0.00803217156926417,7.7106533235012,1,0,0,0,0
"0",0.070853769,55,0,0.0705961475527359,9.53198899399124,4,0,1,0,0
"0",0.655569945,35,0,0.232388609362555,8.66802408111882,10,0,0,0,2
"0",0.027399502,69,0,0.008002177007428,8.63070043220983,3,0,0,0,0
"0",0.009788862,46,0,0.718521344256222,8.10982627601848,6,0,2,0,2
"0",0.006799093,27,1,0.519416071188758,6.63987583382654,3,0,0,0,0
"0",0.26948375,64,0,0.149334896822025,9.15440473964588,13,0,1,0,3
"0",0.265898391,36,0,0.233182438246172,9.03419967425731,6,0,2,0,1
"0",0.827708197,56,0,0.314512020045236,8.82379514872053,15,1,1,0,0
"1",0.13306279,49,1,0.167953540262441,9.23581316794921,9,0,2,0,3
"0",0.335558577,69,0,0.239370095570082,9.61587214452889,14,0,2,0,1
"0",0.074861676,66,0,0.189663272821554,8.41205487329293,3,0,1,0,0
"0",0.003749688,64,0,0.00405300646169576,8.07121853996986,5,0,0,1,0
"0",0.080564168,60,0,0.396954997619575,8.50045386741194,15,0,2,0,0
"0",0.023767433,83,0,0.116713783320908,9.25922576970599,13,0,0,0,0
"0",0.888822236,34,0,0.313644952544813,8.02322468471667,4,0,0,0,1
"0",0.791173628,44,0,0.413707942414503,8.03947991910045,5,0,1,0,0
"0",0.363199686,32,0,0.39239605012396,7.9728107841214,4,0,1,0,0
"0",0.032617977,75,0,0.00677608340456147,8.92279162396964,4,0,0,0,0
"0",0.634485057,52,0,0.12948195608726,7.89766815072691,2,0,0,0,0
"0",0.888008615,44,0,0.261784313251367,8.49882553405805,8,0,0,0,1
"0",0.114830941,46,0,0.0258975468532323,8.74049672993181,6,0,0,0,3
"0",0.9999999,62,0,0.50935731853326,9.02581639162703,8,0,3,0,0
"0",0.31844615,58,0,0.868204545214399,8.25166392360559,26,0,4,0,0
"0",0.006541851,68,0,0.102637082377778,9.21044036697652,10,0,2,0,1
"0",0.06790706,46,0,0.138981663253958,9.23024103368252,6,0,2,0,0
"0",0.015271802,68,0,0.115917884008623,9.00810178134187,6,0,0,0,0
"0",0.317975796,34,0,0.260773609276801,8.41205487329293,11,0,2,0,0
"0",0,61,0,0.201028649570753,8.10198073185319,14,0,1,0,0
"0",0,59,0,0.19791135279353,9.86099750091518,13,0,2,0,0
"0",0.151912549,36,0,0.23617386049742,9.39274525863144,22,0,2,0,0
"0",0,59,0,0.301362779859755,8.41205487329293,12,0,1,0,0
"0",0.011498563,77,0,0.00199600864870907,6.90875477931522,1,0,0,0,0
"0",0.163037489,81,0,0.0829454672030697,7.92008319905323,7,0,0,0,1
"0",0.047311582,51,0,0.0961465054410713,8.05547514175727,5,0,0,0,0
"0",0.116676791,31,0,0.295347957578309,8.24301946898925,7,0,1,0,0
"0",0.9999999,38,0,0.360258347871034,8.66939912430557,7,0,1,0,4
"0",0.496911825,40,0,0.373192443558001,9.43356392009056,11,0,2,0,2
"0",0.130902106,48,1,0.356192349308674,8.27842825919907,17,0,1,0,0
"0",0.54699881,50,0,0.558513454303177,8.16080392095467,9,0,2,0,3
"0",0.072277109,34,0,0.0255816884647732,7.64204440287326,2,0,0,0,0
"0",0,48,2,0.31545022510676,8.00670084544037,14,0,1,0,5
"0",0.175932019,57,1,0.50429190040663,8.16080392095467,9,0,1,0,1
"0",0.050789842,30,0,0.2739668525923,8.29429960885724,4,0,1,0,1
"0",0,28,0,0.135069520598963,8.06054004653864,7,0,0,0,0
"0",0.21286031,36,0,0.447088117410403,9.16785032035523,10,0,2,0,1
"0",0.323719804,63,0,0.476756568614109,8.54616929965275,9,0,2,0,2
"0",0.170103002,36,0,0.129677822903127,8.95351076300717,8,0,0,0,0
"0",0.05538241,72,0,0.0853436907569775,8.41205487329293,4,0,0,0,0
"0",0.008632035,79,0,0.311265158037332,8.34307787116938,9,0,1,0,0
"0",0.9999999,69,0,0.0053050522931852,7.72134861261795,0,1,0,0,3
"0",0.068335151,75,0,0.0108685982255163,9.2169186873363,9,0,0,0,0
"0",0.405183973,46,0,0.511526585634807,8.94910546953925,22,0,2,0,1
"1",0.085338293,51,0,0.390353925794255,8.73246584834988,11,0,1,0,0
"0",0.714980139,55,0,0.385875777262679,9.61587214452889,12,0,2,0,3
"0",0.9999999,55,0,0.145190322891025,8.08671792030391,5,0,0,0,4
"0",0.762158561,44,4,0.202504423881325,9.95232533461943,5,0,1,0,3
"0",0.078738916,46,0,0.153763780991555,8.47657950853094,6,0,1,0,4
"0",0.021978375,40,0,0.367247790691635,9.21044036697652,12,0,5,0,2
"0",0.292365949,50,0,0.350784012122022,9.07692325853583,8,0,2,0,0
"0",0.013500824,53,0,0.168445754917666,9.85224688834253,8,0,1,0,2
"0",0.9999999,62,0,0.0484647683768201,8.69968140098951,1,0,0,0,0
"0",0.028113957,61,0,0.0308680292956826,7.69666708152646,12,0,0,0,0
"0",0.593985244,63,0,0.287205859580428,8.56617381363786,4,0,2,0,0
"0",0.017508178,73,1,0.127151593792265,8.33495163142245,12,0,1,0,0
"0",0.333060631,52,3,0.530718466992591,8.55948610360649,15,0,2,1,0
"0",0.260271523,44,0,0.259941951496391,8.84836569494255,11,0,1,0,0
"0",0.455950788,63,1,0.53166658122255,8.69984802600031,19,0,2,0,0
"1",1.953488372,38,0,0.142800920868335,8.17667277194846,5,0,0,0,2
"0",0.147123525,41,0,0.361879312388873,8.764209507142,5,0,1,0,2
"0",0.083945242,64,0,0.462521380657795,7.9728107841214,6,0,1,0,0
"0",0.034833091,67,0,0.37860504273816,9.46629955223202,9,0,2,0,0
"0",0.295928252,47,0,0.249797513346972,9.54688403461792,6,0,2,0,1
"1",0.973339258,61,1,0.190588809524174,8.61268517287546,11,0,0,1,1
"0",0.9999999,68,0,0.0396948805258547,8.69968140098951,0,0,0,0,0
"0",0.053431552,41,0,0.185353655333659,9.10509096125709,3,0,1,0,0
"0",0.09811305,49,0,0.228742097367731,8.79875658285984,9,0,2,0,0
"0",0.112321289,53,0,0.236580687280058,9.04793908261736,9,0,1,0,5
"0",0,23,0,0,7.45356187164337,1,0,0,0,0
"0",0.634327056,49,1,0.116115089852286,9.61587214452889,7,0,0,0,1
"0",0.15576324,44,0,0.245356668690484,8.48177324618498,4,0,1,0,2
"0",0.046710961,66,0,0.75044997072713,7.82444593087762,12,0,1,0,0
"0",0.019779326,76,0,0.236769699451834,7.9728107841214,9,0,0,0,0
"0",0.9999999,61,0,0.42497291351727,7.15929190479756,3,0,1,0,0
"1",0.220823719,46,1,0.493322811917752,7.44190672805162,5,0,0,0,0
"0",0.008099838,69,0,0.329228633530277,9.02797881438221,3,0,1,0,0
"0",0.941072508,40,0,0.163974509327275,9.08885047438847,9,0,1,0,0
"0",0.991667222,36,1,0.441397117475404,8.59637398929068,10,0,2,0,1
"0",0.691488418,42,0,0.241157661735801,9.69590972432601,11,0,1,0,1
"0",0.048244493,62,0,0.233394156288512,9.71812136555595,11,0,1,0,1
"0",0.9999999,47,0,0.0881605657525409,9.15841529911126,2,2,0,1,0
"0",0.191001932,54,0,0.533933198994414,8.53346016388011,10,0,2,0,2
"0",0.025856408,67,0,0.0804727484235259,9.47692648113323,13,0,1,0,0
"0",0.271668778,46,1,0.2490687315906,9.6678285081515,14,0,2,0,4
"0",0.897203427,68,0,0.580987519118197,8.29429960885724,8,0,2,0,0
"0",0,55,1,0.0391106397877384,8.62891344102665,8,0,0,0,0
"0",0.035940506,46,0,0.239950669883924,8.80492526261806,10,0,1,0,3
"0",0.9999999,66,0,0.0455792155394167,9.35884658027541,2,0,0,0,1
"0",0.465238835,66,0,0.330330321473664,8.06243279158319,8,1,1,0,0
"0",0.865423051,48,0,0.0731094694586406,6.21660610108486,1,0,0,0,0
"0",0.696411671,52,0,0.342789328146079,9.30574145673943,11,0,1,0,4
"0",0.544497658,32,1,0.154236373584015,8.80507524387068,5,1,0,0,0
"0",0,32,2,0.380906516803206,8.91744473247151,10,0,1,1,0
"0",0.093638481,49,0,0.0419444743839533,9.0280988119824,10,0,0,0,1
"0",0.283821988,63,0,0.559730525924196,7.12689080889881,9,0,0,0,0
"0",0.319779462,32,0,0.809747389396861,9.43356392009056,12,0,8,0,0
"0",0.284236153,45,1,0.276791091688672,8.92279162396964,9,0,1,0,2
"0",0,55,1,0.328094985229509,8.38958706681109,4,0,2,0,1
"0",0,61,0,0.873369525967297,6.81783057145415,11,0,2,0,0
"0",0.9999999,30,0,0.0864905014408446,8.63070043220983,1,0,0,0,0
"1",0.880370887,43,0,0.3793427125985,8.92585319042092,6,0,1,0,1
"0",0.429246267,59,0,0.322992010984926,9.67589662629464,17,0,1,0,1
"1",0.635720859,68,1,0.197268687279928,10.1266711030504,27,0,3,0,0
"0",0.507972665,69,2,0.177254871963666,8.00670084544037,10,2,0,2,0
"0",0.630073985,38,0,0.446816904018875,7.54274354536855,3,0,1,0,0
"0",0.186682782,30,0,0.529522199612718,7.82444593087762,7,0,2,0,2
"0",0.013916922,54,0,0.0175017646937117,8.45553053102413,7,0,0,0,2
"0",0.012586354,79,0,0.00955041129203919,7.82444593087762,11,0,0,0,0
"0",0.543445655,46,0,0.236767578152522,8.5173931714189,6,0,2,0,3
"0",0.082317351,64,0,0.194271788327138,9.06381057928029,29,0,1,0,1
"0",0.292541492,74,0,0.152650304255112,7.60140233458373,3,0,0,0,0
"1",0.739146488,63,1,0.250880800389031,8.72436994920837,12,0,0,0,1
"0",0.186890655,54,0,0.504156911651245,8.20001364817543,7,0,1,0,1
"0",0.903231566,57,0,0.122933261556596,8.56197533418813,10,0,0,0,0
"0",0.060733396,61,0,0.00851323238501495,9.90353755128617,8,0,0,0,0
"0",0.9999999,60,0,0,8.34307787116938,0,0,0,0,0
"0",0.267905614,76,0,0.251111180738635,9.01201137703641,12,0,0,0,0
"0",0.305246317,39,0,0.172508259342948,9.22572147401448,6,0,1,0,2
"0",0.9999999,42,1,0.107438023842486,8.74049672993181,3,3,0,1,2
"0",0.9999999,35,1,0.0889127763502929,8.02780284837031,1,0,0,0,3
"0",0.07083751,64,0,0.22736724694039,8.69968140098951,6,0,0,0,1
"0",0.030996074,56,0,0.123483160809212,8.47657950853094,11,0,1,0,0
"0",0.144914011,37,0,0.044367410578522,8.81001204797317,5,0,0,0,0
"0",0.353017659,48,0,0.832794342869864,8.33495163142245,17,0,1,0,1
"0",0.03157211,39,0,0.497561940333647,8.26898820950666,14,0,1,0,1
"1",0.991502124,61,10,0.83199596700467,8.00670084544037,11,2,3,5,1
"0",0,73,0,0.326947153851546,8.42310226801664,18,0,0,0,0
"0",0.9999999,79,0,0.122342362998203,8.55236726642389,6,0,1,0,0
"0",0.922670104,40,0,0.188791770576495,9.14270372326037,7,0,0,0,0
"0",0.319190816,49,0,0.306125974157092,9.14857134557855,18,0,2,0,0
"0",0.008737352,68,0,0.190591438529282,8.69968140098951,28,0,1,0,0
"0",0,57,0,0.579547232144432,8.82232217747174,8,0,3,0,0
"0",0,23,0,0,8.16080392095467,1,0,0,0,1
"0",0.028910707,52,0,0.0134527042382358,8.59230066390304,7,0,0,0,2
"0",0.023382944,84,0,0.00908703753061718,8.43402895015547,6,0,0,0,0
"0",0.9999999,32,2,0.091288164150415,7.63094658089046,1,0,0,0,0
"0",0.092287617,61,0,0.206555588642493,8.92279162396964,23,0,2,0,2
"0",0,37,0,0.162974815515951,8.88696203486613,5,0,1,0,3
"0",0.9999999,33,1,0.229290395101972,8.5972974356579,2,2,1,0,1
"0",0.201943642,46,0,0.332507640844165,9.21044036697652,15,0,2,0,3
"0",0.205676486,57,0,0.122491555381004,9.0280988119824,8,0,1,0,0
"1",0.9999999,32,0,0.0067084986204662,8.13651825211529,1,0,0,0,3
"1",0.57985084,42,0,0.466387323913625,7.90137735379262,8,0,0,0,0
"0",0.745173448,68,0,0.155950024606494,8.50065722277614,4,0,1,0,0
"0",0.347665233,46,0,0.0407420236426698,7.82444593087762,1,0,0,0,1
"0",0.354125994,57,0,0.443892180129569,8.37355374121463,4,0,1,0,0
"0",0.029643294,50,0,0.335833802865747,9.14857134557855,15,3,4,0,0
"0",0.540204354,34,0,0.0338171149776704,8.92279162396964,3,1,0,0,0
"0",0.35592819,48,0,0.39075123268367,8.94481110416553,17,0,2,0,0
"0",0.173428408,51,1,0.0827491484180537,8.56617381363786,11,0,0,0,0
"0",0.401789055,55,0,0.34555890042049,7.84424071814181,11,0,0,0,0
"0",0.301152442,46,0,0.226865914715388,8.94494150776486,10,0,1,0,3
"0",0,27,2,0.206313983661098,7.72533003791713,5,2,0,1,0
"0",0.067512585,43,0,0.369655274751659,9.11778639036558,4,0,2,0,0
"0",0.193584801,51,0,0.427066468347845,8.24301946898925,13,0,2,0,0
"0",0.001124859,28,1,0.0563711982337012,8.69968140098951,8,1,0,0,0
"0",0.979521555,55,1,0.38379902922403,8.9138193508572,11,0,2,2,0
"0",0.38480769,42,0,0.427291591906809,8.91152994173656,5,0,1,0,3
"0",0.018124667,60,0,0.022916846606908,7.13169851046691,4,0,0,0,1
"0",0.052161271,49,0,0.0654406737629898,8.85280791762332,5,0,0,0,1
"0",0.500234532,46,0,0.245316662478429,8.45553053102413,10,0,1,0,1
"1",0.913140498,37,2,0.963305955673242,8.29429960885724,16,0,3,0,1
"0",0.611388611,22,0,0.297929017973835,6.68586094706836,4,0,0,0,0
"0",0.289470539,44,0,0.393771267558241,9.09571484613488,17,0,2,0,1
"0",0.016406971,55,0,0.00178412150829635,8.63052187672324,3,0,0,0,2
"0",0.029692431,58,2,0.252459801423917,8.73311069763871,19,0,1,0,0
"0",0.01255887,62,0,0.0437891398675005,8.91152994173656,5,0,0,0,0
"0",0.062093267,42,0,0.207226812627808,9.0280988119824,6,0,1,0,4
"1",0.640058527,39,0,0.0544735601771234,9.19441422142592,9,0,0,0,2
"0",0.266371179,58,0,0.404456926063395,9.46506010672514,12,0,1,0,2
"0",0.9543957,45,2,0.394885406576147,9.086702731518,10,0,1,0,1
"0",0.329609837,36,0,0.36307465572849,8.18813341451048,16,0,2,0,2
"0",0.152250785,49,0,0.0303103236620622,9.10509096125709,3,0,0,0,0
"0",0,27,0,0,8.41205487329293,5,0,0,0,0
"0",0.10680013,44,3,0.558114911898544,8.69968140098951,8,0,3,0,2
"0",0.285342534,38,0,0.0857288982986137,8.08671792030391,4,0,0,0,3
"0",0.622524722,43,0,0.302977300788271,9.23356849809539,8,0,1,0,0
"0",0,75,0,0.423587514820068,6.68710860786651,4,0,1,0,0
"0",0.486651335,55,0,0.281217493263705,9.10509096125709,10,0,2,0,0
"0",0.584844623,60,0,0.25745807570492,8.70018119275335,11,0,1,0,0
"0",0.064835195,56,2,0.18034008413966,9.00785692335828,10,0,1,0,0
"0",0.008684579,75,0,0.00132602044616237,9.02280524812934,5,0,0,0,0
"0",0.650432993,61,0,0.313396012577873,9.21044036697652,10,0,1,0,1
"0",0.9999999,40,0,0.170380491033953,7.78364059622125,1,2,0,0,0
"0",0.159116246,91,0,0.1690028249425,7.50328963067508,6,0,0,0,0
"0",0.155644438,56,0,0.29030232459086,7.60140233458373,5,0,1,0,0
"0",0.836294011,29,3,0.231246692806659,8.37816098272068,8,0,1,0,1
"0",0.293041811,45,0,0.317683018195616,8.23642052726539,5,0,1,0,3
"0",0.250818316,36,0,0.215227489005022,8.67145815042767,6,0,2,0,1
"0",0.181579946,54,0,0.303020928398321,8.70764824810691,9,0,1,0,1
"0",0.002964536,67,0,0.299383476212214,9.7291936874294,14,0,5,0,0
"0",0.024100447,86,0,0.0107335557356353,7.70706265537047,6,0,0,0,0
"1",0.387065977,51,0,0.300751928068604,8.67145815042767,12,0,1,2,1
"0",0.019153961,49,0,0.183176174004613,10.4143331761021,6,0,3,0,4
"0",0.008665511,58,0,1.0676819881059,8.77971129020447,17,0,5,0,0
"0",0.733914381,33,0,0.147536461460231,8.3742461820963,7,1,0,0,1
"0",0.210442588,53,0,0.414492567702067,8.66060065471097,10,0,2,0,1
"0",0.124801376,62,0,0.449095607563733,8.79254961417738,15,0,2,0,0
"0",0.184476515,32,0,0.368078905184867,8.87724243599392,11,0,2,0,0
"0",0,52,0,0.367724779817625,8.16080392095467,5,0,2,0,1
"0",0.187090597,63,0,0.410036829844809,8.29429960885724,10,0,2,0,1
"0",0.392141112,54,0,0.868367498971196,8.25608813381491,18,0,2,0,2
"0",0.616982372,32,1,0.175338344155324,8.74049672993181,10,0,0,0,2
"0",0.221106801,43,0,0.146014511651119,8.90027634863127,5,0,1,0,0
"0",0.531963331,64,2,0.392097598397443,9.8255800636596,19,0,3,0,1
"0",0.104693763,36,0,0.260341222574416,8.36660283278374,8,0,1,0,1
"0",0.046740048,57,0,0.339894848511467,9.38572123109081,13,0,3,0,0
"0",0.021319787,64,0,0.219109730387079,7.755767170103,13,0,1,0,0
"0",0.281880372,28,0,0.165493400968151,7.79028238070348,7,0,0,0,0
"0",0.010350125,52,0,0.229991282395347,8.24617155985756,6,0,1,0,1
"0",0.336596148,36,0,0.077305657674953,7.07496319796604,2,0,0,0,0
"0",0.044842922,51,0,0.209928244543249,9.33423800863242,5,0,1,0,2
"0",0.007712359,69,0,0.145497170554522,8.00670084544037,6,0,0,0,0
"0",1.011332794,52,0,2.46814179752755,5.99396142730657,8,0,1,0,2
"0",0,36,0,0.315116296802385,8.94468068355889,4,0,1,0,2
"0",0,49,0,0.484113484152999,7.37838371299671,10,0,1,0,1
"1",0.149314411,36,0,0.443608557246512,8.41205487329293,9,0,3,0,0
"0",0.037849716,62,0,0.150909822775797,9.07589427542326,15,0,1,0,0
"0",0.281115558,69,0,0.150302870207864,8.41205487329293,10,0,0,0,1
"0",0,65,0,0.348103742616099,8.80492526261806,10,0,1,0,0
"0",0.025082109,57,0,0.308131334017304,8.00670084544037,15,0,0,0,0
"0",0.578849363,48,0,0.313023504269526,8.79694389354174,10,0,1,0,1
"1",1.248751249,33,0,0.16137054745946,7.90137735379262,3,2,0,0,0
"0",0.569824212,40,0,0.308529513298964,9.30574145673943,18,0,1,0,2
"0",0.914867126,40,0,0.416759313774755,8.49719454490955,7,0,1,0,1
"0",0.035605591,81,0,0.0171134608053958,8.87150534616578,7,0,0,0,0
"0",0.099724251,80,0,0.00886883634776326,9.30574145673943,3,0,0,0,0
"0",0.019883105,64,0,0.02819827131369,8.71341765337918,16,0,0,0,0
"0",0.058687793,35,0,0.289480310402333,9.0280988119824,6,0,2,0,2
"0",0.091106715,63,0,0.0348056464587992,8.16080392095467,5,0,0,0,0
"0",0.192722211,77,0,0.377018061810229,8.85879510585745,21,0,1,0,1
"0",0.359412083,54,0,1.58400171775007,6.98749024700099,22,0,1,0,0
"0",0.01239876,50,3,0.188567568950927,9.38572123109081,4,0,1,0,0
"0",0.520418652,36,1,0.209383784018904,7.88193748927207,5,0,0,0,3
"0",0.160899231,33,0,0.167515424152814,8.11192806331074,13,0,0,0,0
"0",0.252505361,52,0,0.366442120099312,8.69968140098951,13,0,1,0,2
"0",0.035670256,62,0,0.356047221061945,9.14867771158408,9,0,4,0,0
"0",0.986400389,36,0,0.365940133898849,9.30574145673943,8,0,2,0,0
"0",0.016142473,76,0,0.511784971644623,7.41878088275079,11,0,1,0,0
"0",0.759286581,41,1,0.342507966330883,7.43779512167193,4,0,0,0,1
"0",0.189734189,60,0,0.0448505665162289,7.94944442025063,2,0,0,0,0
"0",0.410946459,56,0,0.537775621763161,8.42858053305963,16,0,1,0,0
"0",0.116188171,33,0,0.0428095204813412,8.29429960885724,9,0,0,0,0
"0",0.013574112,60,0,0.53712230661092,9.74102744483773,11,0,3,0,0
"0",0.985092264,48,0,0.319838670556117,8.03365842788615,4,0,1,0,0
"0",0.141853991,79,0,0.594911764320349,8.07121853996986,8,0,2,0,0
"1",0.987668722,39,5,0.525485157412348,8.51939077495972,14,0,2,0,2
"0",0.084589254,76,0,0.0431487364356716,7.09174211509515,8,0,0,0,0
"0",0.111715105,47,0,0.273968745880132,9.72118599554218,12,0,2,0,3
"0",0.659178931,39,0,0.251011368918612,8.67709870892586,6,0,1,0,1
"0",0.101012576,51,0,0.292947761843276,9.43356392009056,21,0,2,0,1
"1",0.02331266,58,0,0.490033609984378,8.30721262662831,13,1,2,0,0
"0",0.082452074,57,0,0.637197773811594,8.16080392095467,12,0,1,0,1
"0",0.14060251,56,0,0.0485048348954774,9.38016753118845,11,0,0,0,2
"1",0,32,0,0.365943483018761,8.16080392095467,5,0,1,0,2
"0",0.072377744,48,0,0.335793491325732,9.39274525863144,9,0,2,0,0
"0",0,59,1,0.426224202680252,8.97233695775495,8,2,1,0,0
"0",0.015293506,50,0,0.316643775591345,7.00850518208228,13,0,0,0,0
"0",0.059183801,26,0,0.0649082752700857,7.32712329225929,7,0,0,0,0
"0",0.211859605,55,0,0.121080706137106,8.75210719832936,8,0,0,0,1
"0",0.716283716,46,0,0.237245505705121,8.57187075270693,10,0,2,0,2
"0",0.00054943,59,0,0,7.71289096149013,4,0,0,0,0
"0",0.982477859,36,0,0.410892980520018,8.00670084544037,3,0,1,0,0
"0",0.083486086,71,0,0.157606670434691,8.63266244122235,4,0,1,0,0
"0",0.01087466,82,0,0.00128617352411167,8.95802544336169,6,0,0,0,0
"0",0.35407131,51,0,0.0521384011342261,8.82482493917564,5,0,0,0,0
"0",0.020390558,79,0,0.203643728344172,7.76259604854007,5,0,0,0,0
